0.132018 -0.132018 0.982417
0.132018 0.132018 0.982417
-0.132018 0.132018 0.982417
-0.132018 -0.132018 0.982417
0.982417 -0.132018 0.132018
0.982417 0.132018 0.132018
0.982417 0.132018 -0.132018
0.982417 -0.132018 -0.132018
0.132018 0.982417 0.132018
-0.132018 0.982417 0.132018
0.132018 0.982417 -0.132018
-0.132018 0.982417 -0.132018
-0.982417 0.132018 0.132018
-0.982417 -0.132018 0.132018
-0.982417 0.132018 -0.132018
-0.982417 -0.132018 -0.132018
0.132018 -0.982417 0.132018
-0.132018 -0.982417 0.132018
-0.132018 -0.982417 -0.132018
0.132018 -0.982417 -0.132018
0.132018 0.132018 -0.982417
-0.132018 0.132018 -0.982417
-0.132018 -0.132018 -0.982417
0.132018 -0.132018 -0.982417
-0.140851 -0.844414 -0.516843
-0.286344 -0.677498 -0.677498
-0.140851 -0.516843 -0.844414
0.286344 -0.677498 -0.677498
0.140851 -0.516843 -0.844414
0.140851 -0.844414 -0.516843
0.677498 0.286344 -0.677498
0.516843 0.140851 -0.844414
0.844414 0.140851 -0.516843
0.844414 -0.140851 -0.516843
0.677498 -0.286344 -0.677498
0.516843 -0.140851 -0.844414
0.844414 -0.516843 0.140851
0.677498 -0.677498 0.286344
0.516843 -0.844414 0.140851
0.844414 -0.516843 -0.140851
0.677498 -0.677498 -0.286344
0.516843 -0.844414 -0.140851
-0.844414 0.140851 -0.516843
-0.677498 0.286344 -0.677498
-0.516843 0.140851 -0.844414
-0.677498 -0.286344 -0.677498
-0.516843 -0.140851 -0.844414
-0.844414 -0.140851 -0.516843
-0.677498 -0.677498 0.286344
-0.516843 -0.844414 0.140851
-0.844414 -0.516843 0.140851
-0.516843 -0.844414 -0.140851
-0.677498 -0.677498 -0.286344
-0.844414 -0.516843 -0.140851
0.140851 0.844414 -0.516843
0.286344 0.677498 -0.677498
0.140851 0.516843 -0.844414
-0.286344 0.677498 -0.677498
-0.140851 0.516843 -0.844414
-0.140851 0.844414 -0.516843
-0.844414 0.516843 0.140851
-0.677498 0.677498 0.286344
-0.516843 0.844414 0.140851
-0.844414 0.516843 -0.140851
-0.677498 0.677498 -0.286344
-0.516843 0.844414 -0.140851
0.677498 0.677498 0.286344
0.516843 0.844414 0.140851
0.844414 0.516843 0.140851
0.516843 0.844414 -0.140851
0.677498 0.677498 -0.286344
0.844414 0.516843 -0.140851
0.286344 -0.677498 0.677498
0.140851 -0.844414 0.516843
0.140851 -0.516843 0.844414
-0.140851 -0.516843 0.844414
-0.286344 -0.677498 0.677498
-0.140851 -0.844414 0.516843
-0.844414 0.140851 0.516843
-0.677498 0.286344 0.677498
-0.516843 0.140851 0.844414
-0.516843 -0.140851 0.844414
-0.677498 -0.286344 0.677498
-0.844414 -0.140851 0.516843
0.140851 0.516843 0.844414
0.286344 0.677498 0.677498
0.140851 0.844414 0.516843
-0.286344 0.677498 0.677498
-0.140851 0.844414 0.516843
-0.140851 0.516843 0.844414
0.844414 -0.140851 0.516843
0.677498 -0.286344 0.677498
0.516843 -0.140851 0.844414
0.516843 0.140851 0.844414
0.677498 0.286344 0.677498
0.844414 0.140851 0.516843
0.922037 -0.273723 0.273723
0.57735 -0.57735 0.57735
0.922037 -0.273723 -0.273723
0.922037 0.273723 0.273723
0.273723 -0.922037 0.273723
0.273723 -0.273723 0.922037
-0.273723 -0.922037 0.273723
0.273723 -0.922037 -0.273723
-0.273723 -0.273723 0.922037
0.273723 0.273723 0.922037
0.57735 0.57735 0.57735
-0.273723 0.273723 0.922037
0.273723 0.922037 0.273723
0.273723 0.922037 -0.273723
-0.273723 0.922037 0.273723
0.922037 0.273723 -0.273723
-0.922037 0.273723 0.273723
-0.57735 0.57735 0.57735
-0.922037 0.273723 -0.273723
-0.922037 -0.273723 0.273723
-0.273723 0.922037 -0.273723
-0.57735 -0.57735 0.57735
-0.273723 -0.922037 -0.273723
-0.922037 -0.273723 -0.273723
0.57735 0.57735 -0.57735
0.273723 0.273723 -0.922037
0.273723 -0.273723 -0.922037
-0.273723 0.273723 -0.922037
-0.57735 0.57735 -0.57735
-0.273723 -0.273723 -0.922037
-0.57735 -0.57735 -0.57735
0.57735 -0.57735 -0.57735
