8.7169,2.47 8.7335,2.39 8.7502,2.53 8.7669,2.63 8.7835,2.6 8.8002,2.74
8.8169,2.69
8.8335,2.77
8.8502,2.65
8.8669,2.87
8.8835,2.95
8.9002,3.06
8.9169,3.02
8.9335,2.97
8.9502,2.93
8.9669,3.09
8.9835,3.09
9.0002,3.15
9.0169,3.24
9.0335,3.09
9.0502,3.17
9.0669,3.15
9.0835,3.13
9.1002,3.17
9.1169,3.27
9.1335,3.19
9.1502,3.15
9.1669,3.3
9.1835,3.33
9.2002,3.26
9.2169,3.22
9.2335,3.39
9.2502,3.38
9.2669,3.37
9.2835,3.29
9.3002,3.29
9.3169,3.35
9.3335,3.28
9.3502,3.4
9.3669,3.31
9.3835,3.39
9.4002,3.31
9.4169,3.31
9.4335,3.43
9.4502,3.27
9.4669,3.41
9.4835,3.4
9.5002,3.38
9.5169,3.33
9.5335,3.5
9.5502,3.39
9.5669,3.33
9.5835,3.36
9.6002,3.31
9.6169,3.37
9.6335,3.37
9.6502,3.44
9.6669,3.38
9.6835,3.48
9.7002,3.47
9.7169,3.38
9.7335,3.28
9.7502,3.37
9.7669,3.24
9.7835,3.22
9.8002,3.39
9.8169,3.44
9.8335,3.42
9.8502,3.37
9.8669,3.36
9.8835,3.4
9.9002,3.31
9.9169,3.3
9.9335,3.49
9.9502,3.4
9.9669,3.28
9.9835,3.26
10.0002,3.39
10.0169,3.38
10.0335,3.43
10.0502,3.28
10.0669,3.46
10.0835,3.43
10.1002,3.3
10.1169,3.42
10.1335,3.21
10.1502,3.29
10.1669,3.26
10.1835,3.51
10.2002,3.24
10.2169,3.29
10.2335,3.39
10.2502,3.31
10.2669,2.27
10.2835,-0.39
10.3002,-0.13
10.3169,1.76
10.3335,5.49
10.3502,2.53
10.3669,3.57
10.3835,2.72
10.4002,2.93
10.4169,3.16
10.4335,3.43
10.4502,3.67
10.4669,3.9
10.4835,4.05
10.5002,4.11
10.5169,4.18
10.5335,4.38
10.5502,4.43
10.5669,4.58
10.5835,4.62
10.6002,4.7
10.6169,4.79
10.6335,4.8
10.6502,4.82
10.6669,4.87
10.6835,4.96
10.7002,5
10.7169,5.03
10.7335,5.09
10.7502,5.18
10.7669,5.12
10.7835,5.11
10.8002,5.17
10.8169,5.18
10.8335,5.26
10.8502,5.29
10.8669,5.28
10.8835,5.33
10.9002,5.27
10.9169,5.29
10.9335,5.35
10.9502,5.29
10.9669,5.17
10.9835,5.34
11.0002,5.31
11.0169,5.4
11.0335,5.56
11.0502,5.58
11.0669,5.39
11.0835,5.42
11.1002,5.35
11.1169,5.41
11.1335,5.46
11.1502,5.47
11.1669,5.55
11.1835,5.51
11.2002,5.42
11.2169,5.43
11.2335,5.47
11.2502,5.49
11.2669,5.58
11.2835,5.58
11.3002,5.63
11.3169,5.45
11.3335,5.57
11.3502,5.58
11.3669,5.52
11.3835,5.44
11.4002,5.55
11.4169,5.51
11.4335,5.56
11.4502,5.53
11.4669,5.53
11.4835,5.33
11.5002,5.63
11.5169,5.6
11.5335,5.47
11.5502,5.47
11.5669,5.5
11.5835,5.46
11.6002,5.46
11.6169,5.54
11.6335,5.44
11.6502,5.46
11.6669,5.4
11.6835,5.54
11.7002,5.51
11.7169,5.33
11.7335,5.41
11.7502,5.36
11.7669,5.45
11.7835,5.43
11.8002,5.39
11.8169,5.48
11.8335,5.52
11.8502,5.53
11.8669,5.37
11.8835,5.46
11.9002,5.44
11.9169,5.48
11.9335,5.37
11.9502,5.38
11.9669,5.46
11.9835,5.41
12.0002,5.48
12.0169,5.28
12.0335,5.4
12.0502,5.33
12.0669,5.48
12.0835,5.37
12.1002,5.35
12.1169,5.33
12.1335,5.37
12.1502,5.31
12.1669,5.34
12.1835,5.27
12.2002,5.35
12.2169,5.29
12.2335,5.26
12.2502,5.37
12.2669,5.26
12.2835,5.29
12.3002,5.33
12.3169,5.17
12.3335,5.18
12.3502,5.21
12.3669,5.19
12.3835,5.29
12.4002,5.36
12.4169,5.26
12.4335,5.27
12.4502,5.19
12.4669,5.33
12.4835,5.14
12.5002,5.16
12.5169,5.24
12.5335,5.34
12.5502,5.2
12.5669,5.27
12.5835,5.18
12.6002,5.24
12.6169,5.2
12.6335,5.29
12.6502,5.13
12.6669,5.22
12.6835,5.18
12.7002,5.11
12.7169,5.22
12.7335,5.26
12.7502,5.21
12.7669,5.03
12.7835,5.19
12.8002,5.21
12.8169,5.07
12.8335,5.15
12.8502,5.14
12.8669,5.05
12.8835,5.1
12.9002,5.16
12.9169,5.3
12.9335,5.12
12.9502,5
12.9669,5.23
12.9835,5.15
13.0002,5.01
13.0169,5.16
13.0335,5.16
13.0502,5.13
13.0669,4.97
13.0835,5.19
13.1002,5.01
13.1169,5.13
13.1335,4.55
13.1502,5.23
13.1669,5.04
13.1835,5.31
13.2002,4.56
13.2169,5.16
13.2335,4.96
13.2502,5.08
13.2669,4.77
13.2835,4.78
13.3002,4.83
13.3169,4.9
13.3335,4.95
13.3502,4.88
13.3669,4.96
13.3835,4.97
13.4002,4.9
13.4169,5.01
13.4335,4.92
13.4502,4.97
13.4669,5.05
13.4835,4.88
13.5002,5.04
13.5169,4.9
13.5335,5.1
13.5502,5
13.5669,5.07
13.5835,4.91
13.6002,5.07
13.6169,5.13
13.6335,5.05
13.6502,4.83
13.6669,4.99
13.6835,4.9
13.7002,5.05
13.7169,5.05
13.7335,4.96
13.7502,4.94
13.7669,4.94
13.7835,4.92
13.8002,4.9
13.8169,4.98
13.8335,4.94
13.8502,4.83
13.8669,4.95
13.8835,4.97
13.9002,4.93
13.9169,4.87
13.9335,4.9
13.9502,4.88
13.9669,4.86
13.9835,4.75
14.0002,4.92
14.0169,4.9
14.0335,4.99
14.0502,5.01
14.0669,4.88
14.0835,4.94
14.1002,4.9
